name,website,short_description,linkedin,categories,num_employees_enum,locations,founded_on,operating_status,founders
xipi,http://www.getxipi.com,"Financial literacy platform for millennials and gen-z using social media, games and pop culture to make learning about personal finance fun.",https://www.linkedin.com/company/getxipi,"Digital Media, EdTech, Education, FinTech, Media and Entertainment, Personal Finance",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",6/1/2019,active,"Christine Concepcion, Ryan Christopher Lang"
xiris,https://xiris.ai,Real-time video surveillance software monitored by AI 24/7.,https://www.linkedin.com/company/xirisai,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Security, Software",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",9/9/2019,active,"David Slakter, Eric Liu, Micheal Bingham"
xix3D,https://xix3d.com/,xix3D creates visualizer technologies for the Automotive industry.,https://www.linkedin.com/company/xix3d/,Automotive,c_00011_00050,Great Lakes,1/1/2017,active,Tiago Teixeira
xkzero,https://www.xkzero.com/,xkzero develops specialized software and consulting services for B2B wholesale distributors and manufacturers.,https://www.linkedin.com/company/xkzero/,"Enterprise Software, Information Technology, Mobile Apps, Software",c_00011_00050,"Greater Chicago Area, Great Lakes, Midwestern US",1/1/2005,active,Paul Ziliak
xlr8 Technologies,http://naplesrentals.net/,Online & Offline Business Solutions,,"E-Commerce, Enterprise Software, Software, Web Development",c_00011_00050,"Research Triangle, East Coast, Southern US",1/1/1996,active,
xlr8trading,http://www.xlr8trading.com/,xlr8trading is a trading platform that develops financial strategies for capital markets in order to provide liquidity.,https://www.linkedin.com/company/xlr8-trading,"Electronics, Financial Services, Trading Platform",c_00011_00050,"Greater Chicago Area, Great Lakes, Midwestern US",1/1/2013,active,
xlrINT,https://www.xlrint.com,xlrINT offers tailored IT services and solutions for small and medium healthcare businesses.,https://www.linkedin.com/company/xlrint-llc,"Cloud Computing, Health Care, Information Technology, Professional Services, VoIP",c_00001_00010,"Greater Houston Area, Southern US",1/1/2008,active,
xoombi,http://www.xoombi.com,Inbound Marketing Agency and Sales Consulting Firm,https://www.linkedin.com/company/2969285,"Advertising, Consulting, Marketing, Sales",c_00011_00050,"Dallas/Fort Worth Metroplex, Southern US",1/1/2012,active,Doyle Slayton
xoompark,http://xoompark.com,Guarantee yourself a close parking spot when you go to an event by making a reservation on XoomPark.com.,,"Concerts, Events, Sports",c_00001_00010,"East Coast, New England, Northeastern US",1/1/2011,active,
xozz,http://www.xozz.com,xozz is a provider of Web Hosting & Reseller Hosting.,,Web Hosting,c_00051_00100,"East Coast, Southern US",10/2/2006,active,
xpertana,http://www.xpertana.com,Next generation Contact Center Enterprise Software,https://www.linkedin.com/company/xpertana,"Enterprise Software, Information Technology, Software",c_00001_00010,"Research Triangle, East Coast, Southern US",10/15/2015,active,Glenn Schleicher
xplair Technology,http://www.xplair.com/,"xplair Technology is a firm that develops portfolio management, and surveillance software.",,"Consulting, Developer Platform, Information Technology, Internet, Software",c_00001_00010,"Greater San Diego Area, West Coast, Western US",,active,
xplore.io,https://www.xplore.io/,xplore data is a managed data platform for creating data products,https://www.linkedin.com/company/xplore.io/,"Analytics, Business Information Systems, Information Technology, Software",c_00001_00010,Great Lakes,2/15/2015,active,Eyal Almog
xpolinate,http://www.xpolinate.com,Find externships & sabbaticals | Accelerate your time to market via product acquisition | joint-venture | co-brand | co-invent,https://www.linkedin.com/company/xpolinate?trk=ppro_cprof,"B2B, B2C, Collaboration, Professional Networking, Sharing Economy, Software",c_00001_00010,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",4/20/2016,active,Vijay Shanmugam
xpresso.ai,https://xpresso.ai/#,xpresso.ai is integrated set of frameworks and accelerators to help data scientists build cognitive solutions.,https://www.linkedin.com/company/xpresso.ai/,"Artificial Intelligence (AI), Computer, Machine Learning, Software",c_00011_00050,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",1/1/2016,active,"Rajiv Pratap, Vivek Vipul"
xrpl.to,https://xrpl.to,"xrpl.to offers transparent XRP Ledger data, aiding users in informed decision-making and analysis.",https://linkedin.com/company/xrplto,"Apps, Blockchain, Collectibles, Financial Exchanges, Software",c_00001_00010,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",11/1/2021,active,Yannier Lesende
xsperient,https://xsperient.com/,Xsperient is a full-service market research company that uses advanced techniques for qualitative and quantitative studies.,https://www.linkedin.com/company/segmedica/,"Market Research, Medical Device",c_00011_00050,"East Coast, Northeastern US",1/1/2004,active,
xtDirect,https://xtdirect.com,xtDirect is the business process outsourcing service provider company.,https://www.linkedin.com/company/xtdirect-llc/,"Call Center, Consulting, Outsourcing",c_00101_00250,Midwestern US,1/1/2001,active,
xtLytics,http://www.xtlytics.com,xtLytics offers tools for broader use of analytics in the Health Insurance and Life Insurance industries.,https://www.linkedin.com/company/xtlytics-llc,"Analytics, Health Care",c_00101_00250,"Greater New York Area, East Coast, Northeastern US",1/1/2014,active,
xtenxion,https://www.xtenxion.com/,"xtenxion, a custom software development company, has helped its clients to fulfill their core objectives with digital possibilities.",https://pk.linkedin.com/company/xtenxion,"Information Technology, Professional Services, Software, Web Design, Web Development",c_00051_00100,"West Coast, Western US",6/1/2021,active,
xtraCHEF,http://www.xtrachef.com,xtraCHEF is a SaaS restaurant management platform for the restaurant industry to improve productivity and increase profits.,https://www.linkedin.com/company/xtrachef/,"Analytics, Hospitality, Mobile, Restaurants, SaaS, Sales Automation, Software",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",10/15/2015,active,"Andy Schwartz, Bhavik Patel, Chaz Brown"
xtype,https://www.xtype.io/,xtype is a platform engineering solution for ServiceNow.,https://www.linkedin.com/company/xtype/,"Computer, Software",c_00011_00050,"Greater Los Angeles Area, West Coast, Western US",1/1/2020,active,Ron Gidron
xxxSEOCompany.com,http://www.xxxseocompany.com,Are you looking out for search engine optimization for your adult website? xxxSEOCompany.com provides SEO services for xxx web sites.,,"Advertising, E-Commerce, Internet",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",1/1/2009,active,
xyHt magazine,http://www.xyht.com/,xyHt magazine is a geospatial publication based in North America.,https://www.linkedin.com/company/xyht,"Events, Publishing",c_00011_00050,"Washington DC Metro Area, East Coast, Southern US",,active,
"xyLOGIX, LLC",http://xylogix.net/,xyLOGIX is an innovative and rapidly growing full-service IT consulting/software development firm.,https://www.linkedin.com/company/xylogix-llc/,"Information Technology, Software",c_00011_00050,"Greater San Diego Area, West Coast, Western US",1/1/2011,active,
xyfir,https://www.xyfir.com,xyfir,,"Apps, Internet, SaaS, Software",,"Greater San Diego Area, West Coast, Western US",8/11/2015,active,
xyzDisplays,https://www.xyzdisplays.com,"xyzDisplays is a source for marketing and trade show booth displays, exhibits, hanging signs, tabletop products, and counters.",https://www.linkedin.com/company/xyzdisplays,"Advertising, E-Commerce, Retail, Trade Shows",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",1/1/1990,active,David Gershman
y Arizona Technology Enterprises,http://azte.com,"ASU’s expanding research enterprise is leading to breakthroughs in a wide range of areas that will have a huge impact on society, from",https://www.linkedin.com/company/arizona-technology-enterprises,"Enterprise Software, Health Diagnostics",c_00011_00050,"Greater Phoenix Area, Western US",1/1/2003,active,
y'all,https://itsyall.com,"y'all provides digital products through design, animation, programming, and technology.",https://www.linkedin.com/company/itsyall,"Artificial Intelligence (AI), Digital Marketing, Product Design, Web Development",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",,active,
yB Management,https://www.ybmanagement.com,"yB Management is a management consulting company that provides compliance, decision support, and financial management services.",https://www.linkedin.com/company/yb-management-llc/,"Consulting, Management Consulting, Product Management",c_00011_00050,"Great Lakes, Midwestern US",1/1/2007,active,
yCrash,https://ycrash.io,yCrash is a monitoring tool that analyses artifacts and the root cause of a problem.,https://www.linkedin.com/company/ycrash/,"Data Center, Developer Tools, Software",c_00011_00050,"San Francisco Bay Area, West Coast, Western US",1/1/2016,active,
yZENx,https://www.yzenx.com,"yZENx offers software, web development, outsourcing, IT staffing, corporate training, project management, and IT consulting solutions.",https://www.linkedin.com/company/yzenx-inc,"Consulting, Corporate Training, Information Technology, Outsourcing, Software, Web Development",c_00011_00050,"Greater Boston Area, East Coast, New England, Northeastern US",1/1/2017,active,
yaBeam,http://yabeam.com,"yaBeam geofence marketing connects publishers, content creators & local companies with traveling mobile consumers.",https://www.linkedin.com/company/7587828,"Advertising, App Marketing, Content, Digital Media, Mobile, Travel, Video",c_00001_00010,"Greater Denver Area, Western US",1/1/2017,active,"Jill Tomich, Ron Tomich"
yaM Labs,http://www.yamlabs.com,yaM offers a real-time web application and tools that enable businesses to manage and conduct meetings.,https://www.linkedin.com/company/yam-labs,"Computer, Enterprise Software, SaaS, Software",c_00001_00010,"Washington DC Metro Area, East Coast, Southern US",12/3/2009,active,Anatoly Gaverdovsky
yaaridigg,http://www.yaaridigg.com,yaaridigg is a Online News Network.,,"Advertising, Business Development, News, Service Industry",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",12/12/2010,active,
yachtSOFT.com,http://www.yachtsoft.com/,yachtSOFT.com is an online marketplace for marine computing products.,,"E-Commerce, Marine Technology, Marketplace, Service Industry",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",,active,
yagu,http://yagugroup.com,"yagu is a global trade and marketing consulting company that creates strategic alliances for buyers, sellers, and distribution companies.",https://www.linkedin.com/company/yagu-group,"Advertising, Consulting, Marketing, Supply Chain Management",c_00011_00050,"Greater Miami Area, East Coast, Southern US",1/1/2015,active,
yaktrinews.com,https://www.yaktrinews.com,yaktrinews.com is an online news portal.,https://www.linkedin.com/company/kapp-kvew,"Broadcasting, News, Online Portals",c_00011_00050,"West Coast, Western US",9/21/1970,active,
yap.TV,http://www.yapstudios.com/,yap is a social app that allows its users to interact online while watching programs together from different locations.,http://www.linkedin.com/company/3214416,"Apps, Internet, Mobile",c_00011_00050,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",1/1/2010,active,"Marius Seritan, Shawn Cunningham, Shawn Patrick, Trevor Stout"
yardz,https://yardz.com/,Yardz is an online construction rental management software completely independent within the equipment rental industry.,https://www.linkedin.com/company/yardz/,"Asset Management, Construction, Information Technology, Rental, Software",c_00001_00010,"Greater Atlanta Area, East Coast, Southern US",9/1/2018,active,"Jason Perez, Jimmy Braddy"
yazlo,https://yazlo.ca,web design and development company Oshawa,https://www.linkedin.com/company/yazlocanada/,"Digital Marketing, E-Commerce, Web Design, Web Development",c_00051_00100,Great Lakes,1/12/2018,active,
ybot,https://ybot.com,ybot is a voice-activated multilingual autonomous work assistant.,https://www.linkedin.com/company/ybotai,"Artificial Intelligence (AI), Enterprise Software, Natural Language Processing",c_00011_00050,"Greater Miami Area, East Coast, Southern US",10/1/2020,active,"Dima Galat, Tomer Garzberg"
ycat-c.com,https://www.ycat-c.com/,ycat-c.com offers a range of administrative and traffic control services to support public  on engineering-construction projects.,,"Communities, Construction, Office Administration",c_00011_00050,"San Francisco Bay Area, West Coast, Western US",1/1/2010,active,
yearend.,https://yearend.com/,YearEnd is software that helps startup employees to optimize their equity and taxes in real-time.,https://www.linkedin.com/company/yearend/,"Accounting, Financial Services, FinTech, SaaS, Software",c_00001_00010,"San Francisco Bay Area, West Coast, Western US",1/1/2018,active,"Jared Hobbs, Sean O'Keefe"
yeeldr,http://www.yeeldresults.com,Consultative Hiring Solution for Hyper Growth Companies,,"Employment, Recruiting, Staffing Agency",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",9/9/2013,active,"Curtis Smith, Neil Gadhok"
yellow pebble,https://www.yellowpebble.co,"Yellow Pebble offers strategic marketing, branding, communications, and lead generation services for businesses.",https://www.linkedin.com/company/yellow-pebble,"Brand Marketing, Digital Marketing, Lead Generation",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",1/1/2020,active,
yellow3 Inc,https://www.yellow3.io/,EU Digital Product Passport Platform,https://www.linkedin.com/company/yellow3,,c_00001_00010,"Greater Miami Area, East Coast, Southern US",1/1/2024,active,Thomas Christian Melskens
yellowbook.com,http://yellowbook.com,yellowbook.com is a Search Engine company.,https://www.linkedin.com/company/yellowbook-com/about/,Search Engine,c_05001_10000,"Greater Seattle Area, West Coast, Western US",1/1/1985,active,
yuFlu,http://www.yuflu.com,"yuFlu is a social impact, biotech startup focused on reducing ""flu-like"" illness.",https://www.linkedin.com/company/yuflu-inc,"Bioinformatics, Biotechnology, Genetics, Health Care, Health Diagnostics, Home Health Care, Life Science, Wellness",c_00001_00010,"San Francisco Bay Area, West Coast, Western US",1/1/2016,active,"Dawn Verdugo, Paul Mangiamele"
yuGuru,http://www.yuguru.com,P2P Market Place for Luxury Watches,,"E-Commerce, Marketplace",c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",1/1/2011,active,
yuca.pro,https://yuca.pro,"yuca.pro is an agency that offers SEO, SEM, web and UIX design, web development, and cloud architecture services.",https://www.linkedin.com/company/yuca-productions,"Digital Marketing, Information Technology, Web Development",c_00001_00010,"Greater Miami Area, East Coast, Southern US",1/1/2005,active,Robert Barrueco
yufin,https://yufin.co/about,yufin is a merchant platform that enables under-served SMEs in emerging markets to access the digital economy.,https://www.linkedin.com/showcase/yufinbymitiventures/,"Digital Marketing, Payments",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",1/1/2021,active,Shubhrendu Khoche
yurJURY,http://www.yurjury.com/,"yurJURY is the premier provider of virtual mock jury panels, mock trials and focus groups.",https://www.linkedin.com/company/yurjury,Legal,c_00001_00010,Midwestern US,1/1/2001,active,
yüMIvü,https://yumivu.com,"yüMIvü helps business teams, friend groups, or family members who simply want to engage better across all aspects of work and life.",https://www.linkedin.com/company/yumivu,,,Midwestern US,1/1/2021,active,
zAgile,http://www.zagile.com,"zAgile is a creator of Wikidsmart, the open source platform for instant, smart application integration.",https://www.linkedin.com/company/zagile,"Apps, Information Technology, Internet, Internet of Things",c_00011_00050,"San Francisco Bay Area, West Coast, Western US",1/1/2006,active,
zamit,https://www.zamit.one,Mobile App Connecting School Ecosystems,https://www.linkedin.com/company/zamit-india/?viewAsMember=true,"Apps, Education, News",,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",1/1/1998,active,
zuckerman gravely management,https://www.zuckermangravelymanagement.com,Zuckerman Gravely Management is a commercial real estate company.,https://www.linkedin.com/company/rei-property-&-asset-management-inc-,"Commercial, Commercial Real Estate, Construction, Real Estate",c_00011_00050,"Washington DC Metro Area, East Coast, Southern US",1/1/1982,active,
{M}aganda Magazine,https://www.magandamagazine.org,"Maganda Magazine is a publishing house that specializes in literary arts publications, prose, poetry, film, and journalism.",,"Art, Journalism, Publishing",,"San Francisco Bay Area, West Coast, Western US",1/1/1989,active,
{SAW} Software Mill,https://www.sawsoftmill.com/,"{SAW} Software Mill specializes in agile software development, implementation, bespoke development, integration and support services.",https://www.linkedin.com/company/-saw-software-mill/,"Information Technology, Software, Technical Support",c_00011_00050,"East Coast, Southern US",1/1/2015,active,
{algo+rhythm},http://www.algorhythm.tv,{algo+rhythm} is an user experience design agency that offers businesses with custom application and digital content development solutions.,https://www.linkedin.com/company/-algo-rhythm-/about/,"Advertising, Analytics, Digital Marketing, SEO, Web Development",c_00011_00050,"Dallas/Fort Worth Metroplex, Southern US",11/1/2001,active,
{descrb},https://descrb.com/,"Saas, Ecommerce, PIM Support, E-commerce",https://www.linkedin.com/company/descrb,"Artificial Intelligence (AI), Digital Marketing, E-Commerce, Retail Technology, SaaS",c_00011_00050,"Great Lakes, Midwestern US",1/1/2023,active,"Bartosz Badurek, Michał Kułaczkowski, Sylvain DE BACKER"
{{firstname}},https://www.firstname.co,{{firstname}} offers a complete fundraising solution for nonprofit partners.,https://www.linkedin.com/company/firstname,"Crowdfunding, Financial Services, Information Technology",c_00001_00010,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",1/1/2021,active,
¡HOLA! TV,https://hola.tv,¡HOLA! TV is a television broadcasting channel.,https://www.linkedin.com/company/hola-television-group/,"Broadcasting, Video, Video Streaming",c_00051_00100,"Greater Miami Area, East Coast, Southern US",1/1/2013,active,
¡Ya Oaxaca,https://yaoaxaca.com,¡Ya Oaxaca is a crafts artisanal mole sauces adobos and salsas,https://www.linkedin.com/company/ya-oaxaca,"Food and Beverage, Retail",c_00001_00010,Southern US,1/1/2021,active,
©elfie,http://www.alinalara.com/celfie.html,"Image, Copyright, Beauty, Selfie, Picture",https://www.linkedin.com/company/celfie/,"Consumer, Consumer Software, Internet, Mobile, Software",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",1/1/2017,active,Alina Braverman
­­­­­­­­­­­L L Financial,https://www.llagorio.com,"­­­­­­­­­­­L L Financial specializes in tax planning, investments management, and retirement management services.",,"Consulting, Financial Services, Wealth Management",,"San Francisco Bay Area, West Coast, Western US",,active,
À La Carte Media Consulting,https://www.alacartemediaconsulting.com,"À La Carte Media Consulting is a media consulting company that offers content, research, digital marketing, and media strategy services.",https://www.linkedin.com/company/%C3%A0-la-carte-media-consulting,"Advertising, Consulting, Content, Digital Marketing",c_00001_00010,"Greater Chicago Area, Great Lakes, Midwestern US",1/1/2020,active,
ÀLA.HAUSSE,http://www.alahausse.ca,"À New Wave to Fashion, À New Way of Living. World's First Sustainable AI Powered P2P Multifunctional Fashion Ecosystem, for Me and You.",https://www.linkedin.com/company/alahausse/,"Artificial Intelligence (AI), E-Commerce, Fashion, Machine Learning, Software, Sustainability",c_00011_00050,Great Lakes,5/1/2020,active,Jeanie Lau
ÁBACO Research - São Paulo Marketing Center,https://www.abacoresearch.com,"ÁBACO Research is an independent, full-service market research firm in São Paulo since 1975.",https://www.linkedin.com/company/abacoresearch/,"B2B, Consulting, Industrial, Market Research, Medical, Pharmaceutical",c_00011_00050,"Greater San Diego Area, West Coast, Western US",1/1/1975,active,Alan Stephen Grabowsky
Ágape para la Familia,https://www.agapeforthefamily.org,Ágape para la Familia is a family leadership and wellbeing institute that offers psychospiritual training courses for couples and families.,https://www.linkedin.com/company/instituto-familiar-agape/,"Education, Non Profit, Training",c_00001_00010,"Greater Chicago Area, Great Lakes, Midwestern US",1/1/2018,active,
Ánimo Games,https://animogames.org,Ánimo Games is an indie studio developing a coding puzzle adventure and a Christian trading card game.,https://www.linkedin.com/company/animogames,"Card and Board Games, PC Games, Video Games",c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",,active,
Çava Health,http://www.cavahealth.com,Çava Health designs smart technologies and home devices centered on Personal Hygiene and Health Monitoring.,https://www.linkedin.com/company/poddi/about/,"Consumer Electronics, Hardware, Health Care, Personal Care and Hygiene, Personal Health, Smart Home",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",7/13/2019,active,Jean-Baptiste Duprieu
Çiçek Ailem Akademisi,https://www.cicekailem.com,E-Learning for Parents,https://www.linkedin.com/company/cicek-ailem/,,c_00001_00010,"Greater Houston Area, Southern US",1/15/2018,active,
ÈSSE Water,https://drinkesse.com/,"ÈSSE Water is a beverage manufacturing company that supplies a wide variety of flavoured water such as lemon, blood orange, and grapefruit.",https://www.linkedin.com/company/drinkesse/,"Food and Beverage, Fruit, Manufacturing, Shopping",c_00011_00050,"Greater Chicago Area, Great Lakes, Midwestern US",1/1/2018,active,Adam Leja
ÉO Management,https://eomanagement.com,"ÉO Management engages in investments, philanthropic endeavors, and management services.",https://www.linkedin.com/company/eomanagement,"Advice, Financial Services, Management Consulting",c_00011_00050,"Greater Los Angeles Area, West Coast, Western US",1/1/2003,active,
Éclat Pharmaceuticals,http://www.eclatpharma.com/,"Éclat Pharmaceuticals, L.L.C., a specialty pharmaceutical company, engages in the development, manufacture.",https://www.linkedin.com/company/-clat-pharmaceuticals-l-l-c-,"Manufacturing, Pharmaceutical",c_00001_00010,Midwestern US,1/1/2010,active,
Écluse Wines,https://www.eclusewines.com,"Écluse Wines is a winery offering a variety of wines, including Bordeaux-style blends, from its Lock Vineyard.",https://www.linkedin.com/company/ecluse-wines-&-lock-vineyard ,"Food and Beverage, Manufacturing, Wine And Spirits, Winery",c_00001_00010,"West Coast, Western US",1/1/2001,active,"Pam Lock, Steven Lock"
Éduquer,https://www.eduquer.ca,Éduquer is an international student recruitment portal that assists students in attaining higher education.,https://www.linkedin.com/company/eduquerca,"Education, Higher Education, Online Portals",c_00011_00050,Great Lakes,,active,
Élan Artists,https://www.elanartists.com,Elan Artists is a event service company that offers musicians and artists.,https://www.linkedin.com/company/elan-artists/,"Events, Media and Entertainment, Music, Performing Arts",c_00011_00050,"Greater New York Area, East Coast, Northeastern US",12/31/1998,active,
Élan Partners,https://www.elanpartners.com,Élan Partners is a staff augmentation firm specializing in IT and engineering.,https://www.linkedin.com/company/elanpartners,"Employment, Recruiting, Staffing Agency",c_00051_00100,"Dallas/Fort Worth Metroplex, Southern US",1/1/2007,active,"Janine Lewis, Stefanie Nielson"
Équité,https://equitebrands.com,"Équité is a brand development and strategy firm that specializes in luxury, lifestyle, and consumer brands.",https://www.linkedin.com/company/equiteconsulting/,"Brand Marketing, Management Consulting, Marketing",c_00011_00050,"Greater Los Angeles Area, West Coast, Western US",1/1/2017,active,Daniel André Langer
Êvelocity,http://www.evelocity.us,Evelocity Inc. offers advisory services for business development and transformation.,https://www.linkedin.com/company/%C3%AAvelocity-inc-,"Advice, Business Development, Project Management",c_00001_00010,"Greater Houston Area, Southern US",,active,
Ótimo Dance,https://www.otimodance.com,Ótimo Dance is a dance school that strives to provide education and performance programs to all levels of dancers.,https://www.linkedin.com/company/%C3%B3timo-dance,"Education, Performing Arts, Training",c_00001_00010,"Great Lakes, Midwestern US",1/1/2012,active,
Önder Aydın Insurance Brokerage Services,https://www.onderaydin.com.tr,Önder Aydın Insurance Brokerage Services provides finance services.,https://www.linkedin.com/company/%C3%B6nder-ayd%C4%B1n-sigorta-arac%C4%B1l%C4%B1k-hizmetleri/about/,"Auto Insurance, Finance, Insurance, Life Insurance, Property Insurance",c_00001_00010,"East Coast, Southern US",,active,
ØPUS United,https://www.opusunited.com/,ØPUS United is a creative agency that offers a wide range of marketing services for businesses to build their brands.,https://www.linkedin.com/company/opus-brand-studios/,"Advertising, Brand Marketing, Marketing",c_00011_00050,"Greater Los Angeles Area, West Coast, Western US",1/1/2019,active,
Ølen Betong AS,https://www.olenbetong.no,"Ølen Betong AS is one of the country's largest concrete & concrete product manufacturers, with product departments.",https://www.linkedin.com/company/ølen-betong-avd-askøy,"Construction, Manufacturing",c_00101_00250,"East Coast, Southern US",1/1/1974,active,
Überleben,https://www.uberleben.co,Überleben offers modern fire craft essentials and apparel.,https://www.linkedin.com/company/uberleben,"Apparel, Consumer Goods",c_00011_00050,Western US,1/1/2016,active,Tim Garcia
Überlube,https://uberlube.com,Überlube manufactures and sells feel-set bottles for lubrication.,https://www.linkedin.com/company/uberlube-inc,"Consumer Goods, E-Commerce, Manufacturing",c_00011_00050,"Greater Chicago Area, Great Lakes, Midwestern US",1/1/2010,active,Stephen Magnusen
Üdo,https://www.udoit.biz/,Üdo is the only employee benefit platform that lets employers give employees more time in the day.,https://www.linkedin.com/company/udopersonalassistant,"Employee Benefits, Human Resources",c_00001_00010,Midwestern US,1/1/2018,active,
Üesthetics,https://uestheticsindy.com,"Üesthetics is a spa that offers laser treatments, cosmetic injectables, and body contouring services.",https://www.linkedin.com/company/%C3%BCesthetics,"Health Care, Laser, Medical",c_00001_00010,"Great Lakes, Midwestern US",1/1/2018,active,
Üphoric Urth,https://uphoricurth.com/,Üphoric Urth alternative medicine company.,https://www.linkedin.com/company/%C3%BCphoric-urth/,Alternative Medicine,c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",,active,
à la mode Mailers,https://www.alamodemailers.com/,Buy best quality durable and unique polymailer online at wholesale price only on à la mode Mailers.,https://www.linkedin.com/company/alamodemailers?original_referer=https%3A%2F%2Fwww.google.com%2F,"E-Commerce, Retail, Wholesale",c_00001_00010,"Greater Boston Area, East Coast, New England, Northeastern US",1/1/2022,active,
á la couch,https://alacouch.com,á la couch is a delivery-focused restaurant group,,"Food and Beverage, Food Delivery, Restaurants",c_00011_00050,"San Francisco Bay Area, West Coast, Western US",1/1/2018,active,"Antony Bello, Chen-Chen Huo"
étant,https://www.etant.com,"étant is a spa center that offers massage, skincare, and beauty treatments.",https://www.linkedin.com/company/etant,"Health Care, Therapeutics, Wellness",c_00011_00050,"Greater Boston Area, East Coast, New England, Northeastern US",1/1/1998,active,
āshibio,https://ashibio.com,āshibio is a privately held biotechnology business exploring innovative therapies to treat bone and connective tissue ailments.,https://www.linkedin.com/company/ashibio/,"Biotechnology, Medical Device, Therapeutics",c_00001_00010,"San Francisco Bay Area, West Coast, Western US",1/1/2022,active,
ēdn,https://www.edntech.com,"ēdn create products that enable everyone to grow fresh herbs, vegetables, and flowers at the push of a button.",https://www.linkedin.com/company/edngarden,"AgTech, Consumer Electronics, Internet, Internet of Things",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",1/1/2015,active,Ryan Woltz
ōku,https://www.okuenergy.com,ōku is a Food and Beverage Retail company.,https://www.linkedin.com/company/okuenergy,"Business Development, Food and Beverage, Marketing",c_00001_00010,"Greater San Diego Area, West Coast, Western US",1/1/2021,active,
Šek Design Studio,https://www.sek-design.com,"Šek Design Studio specializes in branding and graphic design, offering logo design, marketing materials, and digital content creation.",https://www.linkedin.com/company/sek-design,"Graphic Design, Web Design, Web Hosting",c_00001_00010,"Great Lakes, Midwestern US",,active,
Ūsked,http://usked.services,Ūsked is software for logistics and scheduling management that caters to hourly-based services.,https://www.linkedin.com/company/usked,"Billing, Logistics, Payments, Scheduling, Software",c_00001_00010,"East Coast, New England, Northeastern US",1/1/2012,active,
​ AltPro,https://www.altprollc.com,"AltPro provides consulting, business, and project management services.",https://www.linkedin.com/company/altpro-llc,"Consulting, Legal, Project Management",c_00001_00010,"Greater Baltimore-Maryland Area, East Coast, Southern US",1/1/2016,active,
​ Avalon Pontoon Boats,https://www.avalonpontoons.com/,"Avalon is a vertically integrated builder that provides pontoons, framing, furniture, etc., at their facility.",https://www.linkedin.com/company/avalon-&-tahoe-mfg-inc.,"Manufacturing, Sports",c_00051_00100,"Great Lakes, Midwestern US",1/1/1972,active,
​ Business Development Ventures,http://www.bdventuresllc.com,​ Business Development Ventures is a management consulting company that provides strategic planning and capitalization services.,,"Business Development, Consulting, Management Consulting",c_00011_00050,"Greater Phoenix Area, Western US",,active,
​ Ekostar Textile,http://www.ekostartextiles.com,​ Ekostar Textile is a distributor of textiles for industrial and healthcare products.,,"Health Care, Rental, Textiles",c_00001_00010,"Greater Atlanta Area, East Coast, Southern US",1/1/2015,active,
​ Mountain Pacific Opportunity Partners,https://www.mntpac.com,Mountain Pacific Opportunity Partners provides capital for multifamily development and specializes in opportunity zone investments.,,"Finance, Property Development, Real Estate",c_00011_00050,"Greater Los Angeles Area, West Coast, Western US",10/1/2019,active,Brian Shirken
​ Next New Concept,https://www.nextnewconcept.com,Next New Concept offers a whole-house alternative to wood frame construction that is patent-pending.,,"Construction, Home Improvement, Home Services",,"Greater Phoenix Area, Western US",,active,Michael Niemann
​3930 Ego,https://www.3930ego.com,"​3930 Ego specializes in salon services that offer hair styling, split end and deep conditioning treatment, color correction and smoothing.",https://www.linkedin.com/company/3930-ego,"Beauty, Customer Service, Health Care, Wellness",c_00011_00050,"Greater Houston Area, Southern US",1/1/2017,active,
​4G Solutions,https://www.go4gsolutions.com,"4G Solutions provides electronic security, communication systems, and technology services.",https://www.linkedin.com/company/4g-solutions/,"Digital Signage, Information and Communications Technology (ICT)",c_00001_00010,Midwestern US,1/1/2009,active,
​ASO Systems,https://www.asosystems.com,​ASO Systems is an applications and services company that specializes in customer-centric enterprise solutions.,https://www.linkedin.com/company/aso-systems,"Information Technology, Project Management, Software Engineering, Staffing Agency",c_00011_00050,"Washington DC Metro Area, East Coast, Southern US",9/1/2013,active,
